code	d	p	c	o	f	g	s
UP000248483	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Delphinapterus	Delphinapterus leucas
UP000694580	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Denticeps	Denticeps clupeoides
UP000523279	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dicaeum	Dicaeum eximium
UP000694389	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dicentrarchus	Dicentrarchus labrax
UP000551758	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Diceros	Diceros bicornis minor
UP000537234	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dicrurus	Dicrurus megarhynchus
UP000081671	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dipodomys	Dipodomys ordii
UP000518266	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dissostichus	Dissostichus mawsoni
UP000660704	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Donacobius	Donacobius atricapilla
UP000543287	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dromaius	Dromaius novaehollandiae
UP000586671	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dromas	Dromas ardeola
UP000525319	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Drymodes	Drymodes brunneopygia
UP000053875	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dryobates	Dryobates pubescens
UP000604080	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Dryoscopus	Dryoscopus gambensis
UP000472264	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Echeneis	Echeneis naucrates
UP000526889	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Edolisoma	Edolisoma coerulescens
UP000053119	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Egretta	Egretta garzetta
UP000623542	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Elachura	Elachura formosa
UP000314983	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Electrophorus	Electrophorus electricus
UP000770717	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eleutherodactylus	Eleutherodactylus coqui
UP000580681	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Emberiza	Emberiza fucata
UP000248482	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Enhydra	Enhydra lutris kenyoni
UP000637704	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eolophus	Eolophus roseicapilla
UP000694388	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eptatretus	Eptatretus burgeri
UP000002281	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Equus	Equus caballus
UP000694387	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Equus	Equus asinus asinus
UP000079721	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Erinaceus	Erinaceus europaeus
UP000529965	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Erithacus	Erithacus rubecula
UP000694620	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Erpetoichthys	Erpetoichthys calabaricus
UP000545329	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Erpornis	Erpornis zantholeuca
UP000532437	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Erythrocercus	Erythrocercus mccallii
UP000243164	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eschrichtius	Eschrichtius robustus
UP000265140	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Esox	Esox lucius
UP000327493	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Etheostoma	Etheostoma spectabile
UP000583613	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eubucco	Eubucco bourcierii
UP000533954	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eudromia	Eudromia elegans
UP000716595	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eudyptes	Eudyptes chrysocome
UP000782854	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eudyptula	Eudyptula minor
UP000540150	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eulacestoma	Eulacestoma nigropectus
UP000054232	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eurypyga	Eurypyga helias
UP000541249	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Eurystomus	Eurystomus gularis
UP000694562	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Falco	Falco tinnunculus
UP000534626	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Falcunculus	Falcunculus frontatus
UP000011712	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Felis	Felis catus
UP000016665	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ficedula	Ficedula albicollis
UP000520463	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Formicarius	Formicarius rufipectus
UP000632118	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Fregata	Fregata magnificens
UP000563060	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Fregetta	Fregetta grallaria
UP000028990	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Fukomys	Fukomys damarensis
UP000053806	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Fulmarus	Fulmarus glacialis
UP000529852	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Furnarius	Furnarius figulus
UP000694546	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gadus	Gadus morhua
UP000566440	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Galbula	Galbula dea
UP000700334	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Galemys	Galemys pyrenaicus
UP000000539	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gallus	Gallus gallus
UP000250572	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gambusia	Gambusia affinis
UP000007635	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gasterosteus	Gasterosteus aculeatus
UP000054313	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gavia	Gavia stellata
UP000531151	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Geococcyx	Geococcyx californianus
UP000504602	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Geospiza	Geospiza fortis
UP000515159	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Geotrypetes	Geotrypetes seraphini
UP000583049	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Glareola	Glareola pratincola
UP000591073	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Glaucidium	Glaucidium brasilianum
UP000291020	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gopherus	Gopherus agassizii
UP000694390	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gopherus	Gopherus evgoodei
UP000001519	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gorilla	Gorilla gorilla gorilla
UP000694680	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gouania	Gouania willdenowi
UP000591535	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Grallaria	Grallaria varia
UP000575029	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Grantiella	Grantiella picta
UP000640762	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Grus	Grus americana
UP000515161	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gymnodraco	Gymnodraco acuticeps
UP000579941	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Gymnorhina	Gymnorhina tibicen
UP000648918	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Halcyon	Halcyon senegalensis
UP000054379	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Haliaeetus	Haliaeetus albicilla
UP000264840	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Haplochromis	Haplochromis burtoni
UP000590868	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Heliornis	Heliornis fulica
UP000518305	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hemiprocne	Hemiprocne comata
UP000555649	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Herpetotheres	Herpetotheres cachinnans
UP000006813	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Heterocephalus	Heterocephalus glaber
UP000571567	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Himantopus	Himantopus himantopus
UP000527178	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hippolais	Hippolais icterina
UP000694851	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hipposideros	Hipposideros armiger
UP000269221	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hirundo	Hirundo rustica rustica
UP000585317	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hirundo	Hirundo rustica
UP000005640	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Homo	Homo sapiens
UP000558460	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Horornis	Horornis vulcanius
UP000314982	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hucho	Hucho hucho
UP000557268	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hylia	Hylia prasina
UP000812440	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hymenochirus	Hymenochirus boettgeri
UP000574191	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Hypocryptadius	Hypocryptadius cinnamomeus
UP000587655	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ibidorhyncha	Ibidorhyncha struthersii
UP000005215	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ictidomys	Ictidomys tridecemlineatus
UP000542689	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ifrita	Ifrita kowaldi
UP000534634	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Illadopsis	Illadopsis cleaveri
UP000557230	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Indicator	Indicator maculatus
UP000530962	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Irena	Irena cyanogastra
UP000550086	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Jacana	Jacana jacana
UP000694385	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Jaculus	Jaculus jaculus
UP000694408	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Junco	Junco hyemalis
UP000264800	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Kryptolebias	Kryptolebias marmoratus
UP000290572	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Labeo	Labeo rohita
UP000261660	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Labrus	Labrus bergylta
UP000618051	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lamprotornis	Lamprotornis superbus
UP000547499	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lanius	Lanius ludovicianus
UP000424527	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Larimichthys	Larimichthys crocea
UP000314980	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lates	Lates calcarifer
UP000694406	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Laticauda	Laticauda laticaudata
UP000008672	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Latimeria	Latimeria chalumnae
UP000524007	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leiothrix	Leiothrix lutea
UP000018468	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lepisosteus	Lepisosteus oculatus
UP000694569	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leptobrachium	Leptobrachium leishanense
UP000558164	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leptocoma	Leptocoma aspasia
UP000245341	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leptonychotes	Leptonychotes weddellii
UP000053001	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leptosomus	Leptosomus discolor
UP000522331	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Leucopsar	Leucopsar rothschildi
UP000233556	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Limosa	Limosa lapponica baueri
UP000314294	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Liparis	Liparis tanakae
UP000265300	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lipotes	Lipotes vexillifer
UP000228934	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lithobates	Lithobates catesbeianus
UP000572057	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Locustella	Locustella ochotensis
UP000197619	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lonchura	Lonchura striata domestica
UP000533896	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lophotis	Lophotis ruficrista
UP000564784	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Loxia	Loxia curvirostra
UP000007646	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Loxodonta	Loxodonta africana
UP000386466	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lynx	Lynx pardinus
UP000472241	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Lynx	Lynx canadensis
UP000006718	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Macaca	Macaca mulatta
UP000233100	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Macaca	Macaca fascicularis
UP000233120	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Macaca	Macaca nemestrina
UP000574967	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Machaerirhynchus	Machaerirhynchus nigripectus
UP000564407	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Malurus	Malurus elegans
UP000694560	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Malurus	Malurus cyaneus samueli
UP000053258	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Manacus	Manacus vitellinus
UP000233140	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mandrillus	Mandrillus leucophaeus
UP000335636	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Marmota	Marmota monax
UP000694407	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Marmota	Marmota marmota marmota
UP000261640	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mastacembelus	Mastacembelus armatus
UP000265160	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Maylandia	Maylandia zebra
UP000538725	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Melanocharis	Melanocharis versteri
UP000001645	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Meleagris	Meleagris gallopavo
UP000694405	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Melopsittacus	Melopsittacus undulatus
UP000560247	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Melospiza	Melospiza melodia
UP000677803	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Menidia	Menidia menidia
UP000521578	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Menura	Menura novaehollandiae
UP000052967	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Merops	Merops nubicus
UP000574277	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mesembrinibis	Mesembrinibis cayennensis
UP000053369	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mesitornis	Mesitornis unicolor
UP000189706	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mesocricetus	Mesocricetus auratus
UP000515156	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Microcaecilia	Microcaecilia unicolor
UP000694394	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Microcebus	Microcebus murinus
UP000710432	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Microtus	Microtus ochrogaster
UP000525714	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mionectes	Mionectes macconnelli
UP000586926	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mohoua	Mohoua ochrocephala
UP000261620	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mola	Mola mola
UP000550707	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Molossus	Molossus molossus
UP000553862	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Molothrus	Molothrus ater
UP000002280	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Monodelphis	Monodelphis domestica
UP000308365	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Monodon	Monodon monoceros
UP000694544	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Moschus	Moschus moschiferus
UP000532252	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Motacilla	Motacilla alba
UP000326062	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Muntiacus	Muntiacus reevesi
UP000000589	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mus	Mus musculus
UP000694415	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mus	Mus spicilegus
UP000000715	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mustela	Mustela putorius furo
UP000534930	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myiagra	Myiagra hebetior
UP000010556	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myotis	Myotis davidii
UP000052978	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myotis	Myotis brandtii
UP000001074	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myotis	Myotis lucifugus
UP000527355	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myotis	Myotis myotis
UP000472263	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Myripristis	Myripristis murdjan
UP000537747	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Mystacornis	Mystacornis crossleyi
UP000694559	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Naja	Naja naja
UP000694381	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nannospalax	Nannospalax galili
UP000560066	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neodrepanis	Neodrepanis coruscans
UP000694425	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neogale	Neogale vison
UP000694523	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neogobius	Neogobius melanostomus
UP000261580	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neolamprologus	Neolamprologus brichardi
UP000556200	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neopipo	Neopipo cinnamomea
UP000092124	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Neotoma	Neotoma lepida
UP000549091	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nesospiza	Nesospiza acunhae
UP000053840	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nestor	Nestor notabilis
UP000653383	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nicator	Nicator chloris
UP000053283	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nipponia	Nipponia nippon
UP000001073	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nomascus	Nomascus leucogenys
UP000504612	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Notechis	Notechis scutatus
UP000694548	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nothobranchius	Nothobranchius furzeri
UP000531559	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nothocercus	Nothocercus julius
UP000531938	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nothoprocta	Nothoprocta ornata
UP000694420	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nothoprocta	Nothoprocta perdicaria
UP000579558	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Notiomystis	Notiomystis cincta
UP000504611	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Notothenia	Notothenia coriiceps
UP000645828	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nyctereutes	Nyctereutes procyonoides
UP000538472	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nyctibius	Nyctibius bracteatus
UP000567826	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nyctibius	Nyctibius grandis
UP000586634	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nycticryphes	Nycticryphes semicollaris
UP000551823	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Nyctiprogne	Nyctiprogne leucopyga
UP000569728	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oceanites	Oceanites oceanicus
UP000527232	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oceanodroma	Oceanodroma tethys
UP000515203	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Octodon	Octodon degus
UP000245340	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Odobenus	Odobenus rosmarus divergens
UP000504613	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Odocoileus	Odocoileus virginianus texanus
UP000522663	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Odontophorus	Odontophorus gujanensis
UP000565754	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oenanthe	Oenanthe oenanthe
UP000193380	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oncorhynchus	Oncorhynchus mykiss
UP000694402	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oncorhynchus	Oncorhynchus tshawytscha
UP000694557	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oncorhynchus	Oncorhynchus kisutch
UP000550309	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Onychorhynchus	Onychorhynchus coronatus
UP000579812	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Onychostoma	Onychostoma macrolepis
UP000018936	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ophiophagus	Ophiophagus hannah
UP000053605	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Opisthocomus	Opisthocomus hoazin
UP000542358	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreocharis	Oreocharis arfaki
UP000005207	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreochromis	Oreochromis niloticus
UP000472276	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreochromis	Oreochromis aureus
UP000579904	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreotrochilus	Oreotrochilus melanogaster
UP000571324	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Origma	Origma solitaria
UP000534407	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oriolus	Oriolus oriolus
UP000002279	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ornithorhynchus	Ornithorhynchus anatinus
UP000526602	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Orthonyx	Orthonyx spaldingii
UP000694850	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Orycteropus	Orycteropus afer afer
UP000001811	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryctolagus	Oryctolagus cuniculus
UP000694383	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias sinensis
UP000001038	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias latipes
UP000283210	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias javanicus
UP000646548	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias melastigma
UP000005225	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Otolemur	Otolemur garnettii
UP000694552	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Otus	Otus sunia
UP000002356	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ovis	Ovis aries
UP000570288	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oxylabes	Oxylabes madagascariensis
UP000564466	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oxyruncus	Oxyruncus cristatus
UP000570547	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pachycephala	Pachycephala philippinensis
UP000525089	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pachyramphus	Pachyramphus minor
UP000002277	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pan	Pan troglodytes
UP000240080	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pan	Pan paniscus
UP000580171	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pandion	Pandion haliaetus
UP000327468	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pangasianodon	Pangasianodon hypophthalmus
UP000694399	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panthera	Panthera leo
UP000675900	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panthera	Panthera tigris altaica
UP000515157	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pantherophis	Pantherophis guttatus
UP000545574	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panurus	Panurus biarmicus
UP000028761	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Papio	Papio anubis
